TXNAME	GENEID	tissue_site_detail	total_full_counts
BambuTx855	ENSG00000227392	Brain - Putamen (basal ganglia)	8
BambuTx855	ENSG00000227392	Cells - Cultured fibroblasts	0
BambuTx855	ENSG00000227392	Heart - Atrial Appendage	0
BambuTx855	ENSG00000227392	Heart - Left Ventricle	0
BambuTx855	ENSG00000227392	Liver	0
BambuTx855	ENSG00000227392	Lung	0
BambuTx855	ENSG00000227392	Muscle - Skeletal	0
BambuTx856	ENSG00000227392	Brain - Cerebellar Hemisphere	32
BambuTx856	ENSG00000227392	Brain - Frontal Cortex (BA9)	9
BambuTx856	ENSG00000227392	Brain - Putamen (basal ganglia)	35
BambuTx856	ENSG00000227392	Cells - Cultured fibroblasts	0
BambuTx856	ENSG00000227392	Heart - Atrial Appendage	1
BambuTx856	ENSG00000227392	Heart - Left Ventricle	0
BambuTx856	ENSG00000227392	Liver	0
BambuTx856	ENSG00000227392	Lung	0
BambuTx856	ENSG00000227392	Muscle - Skeletal	2
BambuTx857	ENSG00000227392	Brain - Cerebellar Hemisphere	3
BambuTx857	ENSG00000227392	Brain - Frontal Cortex (BA9)	3
BambuTx857	ENSG00000227392	Brain - Putamen (basal ganglia)	11
BambuTx857	ENSG00000227392	Cells - Cultured fibroblasts	0
BambuTx857	ENSG00000227392	Heart - Atrial Appendage	1
BambuTx857	ENSG00000227392	Heart - Left Ventricle	0
BambuTx857	ENSG00000227392	Liver	0
BambuTx857	ENSG00000227392	Lung	0
BambuTx857	ENSG00000227392	Muscle - Skeletal	0
BambuTx858	ENSG00000227392	Brain - Cerebellar Hemisphere	8
BambuTx858	ENSG00000227392	Brain - Frontal Cortex (BA9)	2
BambuTx858	ENSG00000227392	Brain - Putamen (basal ganglia)	6
BambuTx858	ENSG00000227392	Cells - Cultured fibroblasts	0
BambuTx858	ENSG00000227392	Heart - Atrial Appendage	0
BambuTx858	ENSG00000227392	Heart - Left Ventricle	0
BambuTx858	ENSG00000227392	Liver	0
BambuTx858	ENSG00000227392	Lung	0
BambuTx858	ENSG00000227392	Muscle - Skeletal	0
BambuTx859	ENSG00000126246	Brain - Cerebellar Hemisphere	53
BambuTx859	ENSG00000126246	Brain - Frontal Cortex (BA9)	48
BambuTx859	ENSG00000126246	Brain - Putamen (basal ganglia)	80
BambuTx859	ENSG00000126246	Cells - Cultured fibroblasts	154
BambuTx859	ENSG00000126246	Heart - Atrial Appendage	114
BambuTx859	ENSG00000126246	Heart - Left Ventricle	30
BambuTx859	ENSG00000126246	Liver	313
BambuTx859	ENSG00000126246	Lung	225
BambuTx859	ENSG00000126246	Muscle - Skeletal	216
BambuTx86	ENSG00000232527	Brain - Cerebellar Hemisphere	7
BambuTx86	ENSG00000232527	Brain - Frontal Cortex (BA9)	30
BambuTx86	ENSG00000232527	Brain - Putamen (basal ganglia)	13
BambuTx86	ENSG00000232527	Cells - Cultured fibroblasts	51
BambuTx86	ENSG00000232527	Heart - Atrial Appendage	2
BambuTx86	ENSG00000232527	Heart - Left Ventricle	4
BambuTx86	ENSG00000232527	Liver	0
BambuTx86	ENSG00000232527	Lung	2
BambuTx86	ENSG00000232527	Muscle - Skeletal	0
BambuTx860	ENSG00000205155	Brain - Cerebellar Hemisphere	9
BambuTx860	ENSG00000205155	Brain - Frontal Cortex (BA9)	1
BambuTx860	ENSG00000205155	Brain - Putamen (basal ganglia)	3
BambuTx860	ENSG00000205155	Cells - Cultured fibroblasts	16
BambuTx860	ENSG00000205155	Heart - Atrial Appendage	3
BambuTx860	ENSG00000205155	Heart - Left Ventricle	2
BambuTx860	ENSG00000205155	Liver	1
BambuTx860	ENSG00000205155	Lung	12
BambuTx860	ENSG00000205155	Muscle - Skeletal	14
BambuTx861	ENSG00000205155	Brain - Cerebellar Hemisphere	40
BambuTx861	ENSG00000205155	Brain - Frontal Cortex (BA9)	21
BambuTx861	ENSG00000205155	Brain - Putamen (basal ganglia)	7
BambuTx861	ENSG00000205155	Cells - Cultured fibroblasts	55
BambuTx861	ENSG00000205155	Heart - Atrial Appendage	36
BambuTx861	ENSG00000205155	Heart - Left Ventricle	46
BambuTx861	ENSG00000205155	Liver	24
BambuTx861	ENSG00000205155	Lung	46
BambuTx861	ENSG00000205155	Muscle - Skeletal	37
BambuTx862	BambuGene129711	Brain - Cerebellar Hemisphere	0
BambuTx862	BambuGene129711	Brain - Frontal Cortex (BA9)	0
BambuTx862	BambuGene129711	Brain - Putamen (basal ganglia)	0
BambuTx862	BambuGene129711	Cells - Cultured fibroblasts	1
BambuTx862	BambuGene129711	Heart - Atrial Appendage	0
BambuTx862	BambuGene129711	Heart - Left Ventricle	0
BambuTx862	BambuGene129711	Liver	0
BambuTx862	BambuGene129711	Lung	0
BambuTx862	BambuGene129711	Muscle - Skeletal	0
BambuTx863	ENSG00000161277	Brain - Cerebellar Hemisphere	9
BambuTx863	ENSG00000161277	Brain - Frontal Cortex (BA9)	1
BambuTx863	ENSG00000161277	Brain - Putamen (basal ganglia)	0
BambuTx863	ENSG00000161277	Cells - Cultured fibroblasts	5
BambuTx863	ENSG00000161277	Heart - Atrial Appendage	0
BambuTx863	ENSG00000161277	Heart - Left Ventricle	0
BambuTx863	ENSG00000161277	Liver	0
BambuTx863	ENSG00000161277	Lung	3
BambuTx863	ENSG00000161277	Muscle - Skeletal	0
BambuTx864	ENSG00000267053	Brain - Cerebellar Hemisphere	83
BambuTx864	ENSG00000267053	Brain - Frontal Cortex (BA9)	25
BambuTx864	ENSG00000267053	Brain - Putamen (basal ganglia)	32
BambuTx864	ENSG00000267053	Cells - Cultured fibroblasts	7
BambuTx864	ENSG00000267053	Heart - Atrial Appendage	6
BambuTx864	ENSG00000267053	Heart - Left Ventricle	1
BambuTx864	ENSG00000267053	Liver	2
BambuTx864	ENSG00000267053	Lung	3
BambuTx864	ENSG00000267053	Muscle - Skeletal	16
BambuTx865	ENSG00000267053	Brain - Cerebellar Hemisphere	85
BambuTx865	ENSG00000267053	Brain - Frontal Cortex (BA9)	52
BambuTx865	ENSG00000267053	Brain - Putamen (basal ganglia)	56
BambuTx865	ENSG00000267053	Cells - Cultured fibroblasts	22
BambuTx865	ENSG00000267053	Heart - Atrial Appendage	18
BambuTx865	ENSG00000267053	Heart - Left Ventricle	9
BambuTx865	ENSG00000267053	Liver	2
BambuTx865	ENSG00000267053	Lung	13
BambuTx865	ENSG00000267053	Muscle - Skeletal	102
BambuTx866	ENSG00000267053	Brain - Cerebellar Hemisphere	22
BambuTx866	ENSG00000267053	Brain - Frontal Cortex (BA9)	13
BambuTx866	ENSG00000267053	Brain - Putamen (basal ganglia)	13
BambuTx866	ENSG00000267053	Cells - Cultured fibroblasts	9
BambuTx866	ENSG00000267053	Heart - Atrial Appendage	3
BambuTx866	ENSG00000267053	Heart - Left Ventricle	0
BambuTx866	ENSG00000267053	Liver	0
BambuTx866	ENSG00000267053	Lung	1
BambuTx866	ENSG00000267053	Muscle - Skeletal	5
BambuTx867	ENSG00000267053	Brain - Cerebellar Hemisphere	24
BambuTx867	ENSG00000267053	Brain - Frontal Cortex (BA9)	27
BambuTx867	ENSG00000267053	Brain - Putamen (basal ganglia)	36
BambuTx867	ENSG00000267053	Cells - Cultured fibroblasts	8
BambuTx867	ENSG00000267053	Heart - Atrial Appendage	4
BambuTx867	ENSG00000267053	Heart - Left Ventricle	5
BambuTx867	ENSG00000267053	Liver	0
BambuTx867	ENSG00000267053	Lung	1
BambuTx867	ENSG00000267053	Muscle - Skeletal	13
BambuTx868	ENSG00000267053	Brain - Cerebellar Hemisphere	92
BambuTx868	ENSG00000267053	Brain - Frontal Cortex (BA9)	15
BambuTx868	ENSG00000267053	Brain - Putamen (basal ganglia)	46
BambuTx868	ENSG00000267053	Cells - Cultured fibroblasts	8
BambuTx868	ENSG00000267053	Heart - Atrial Appendage	4
BambuTx868	ENSG00000267053	Heart - Left Ventricle	1
BambuTx868	ENSG00000267053	Liver	4
BambuTx868	ENSG00000267053	Lung	4
BambuTx868	ENSG00000267053	Muscle - Skeletal	12
BambuTx869	ENSG00000267053	Brain - Cerebellar Hemisphere	191
BambuTx869	ENSG00000267053	Brain - Frontal Cortex (BA9)	70
BambuTx869	ENSG00000267053	Brain - Putamen (basal ganglia)	61
BambuTx869	ENSG00000267053	Cells - Cultured fibroblasts	28
BambuTx869	ENSG00000267053	Heart - Atrial Appendage	24
BambuTx869	ENSG00000267053	Heart - Left Ventricle	7
BambuTx869	ENSG00000267053	Liver	2
BambuTx869	ENSG00000267053	Lung	7
BambuTx869	ENSG00000267053	Muscle - Skeletal	12
BambuTx87	BambuGene7573	Brain - Cerebellar Hemisphere	11
BambuTx87	BambuGene7573	Brain - Frontal Cortex (BA9)	0
BambuTx87	BambuGene7573	Brain - Putamen (basal ganglia)	0
BambuTx87	BambuGene7573	Cells - Cultured fibroblasts	0
BambuTx87	BambuGene7573	Heart - Atrial Appendage	0
BambuTx87	BambuGene7573	Heart - Left Ventricle	0
BambuTx87	BambuGene7573	Liver	1
BambuTx87	BambuGene7573	Lung	0
BambuTx87	BambuGene7573	Muscle - Skeletal	0
BambuTx870	ENSG00000267053	Brain - Cerebellar Hemisphere	114
BambuTx870	ENSG00000267053	Brain - Frontal Cortex (BA9)	88
BambuTx870	ENSG00000267053	Brain - Putamen (basal ganglia)	68
BambuTx870	ENSG00000267053	Cells - Cultured fibroblasts	19
BambuTx870	ENSG00000267053	Heart - Atrial Appendage	62
BambuTx870	ENSG00000267053	Heart - Left Ventricle	38
BambuTx870	ENSG00000267053	Liver	2
BambuTx870	ENSG00000267053	Lung	8
BambuTx870	ENSG00000267053	Muscle - Skeletal	95
BambuTx871	ENSG00000186017	Brain - Cerebellar Hemisphere	3
BambuTx871	ENSG00000186017	Brain - Frontal Cortex (BA9)	0
BambuTx871	ENSG00000186017	Brain - Putamen (basal ganglia)	0
BambuTx871	ENSG00000186017	Cells - Cultured fibroblasts	3
BambuTx871	ENSG00000186017	Heart - Atrial Appendage	0
BambuTx871	ENSG00000186017	Heart - Left Ventricle	0
BambuTx871	ENSG00000186017	Liver	1
BambuTx871	ENSG00000186017	Lung	1
BambuTx871	ENSG00000186017	Muscle - Skeletal	1
BambuTx872	ENSG00000267605	Brain - Cerebellar Hemisphere	93
BambuTx872	ENSG00000267605	Brain - Frontal Cortex (BA9)	10
BambuTx872	ENSG00000267605	Brain - Putamen (basal ganglia)	25
BambuTx872	ENSG00000267605	Cells - Cultured fibroblasts	1
BambuTx872	ENSG00000267605	Heart - Atrial Appendage	25
BambuTx872	ENSG00000267605	Heart - Left Ventricle	10
BambuTx872	ENSG00000267605	Liver	1
BambuTx872	ENSG00000267605	Lung	7
BambuTx872	ENSG00000267605	Muscle - Skeletal	1
BambuTx873	ENSG00000266916	Brain - Cerebellar Hemisphere	38
BambuTx873	ENSG00000266916	Brain - Frontal Cortex (BA9)	30
BambuTx873	ENSG00000266916	Brain - Putamen (basal ganglia)	9
BambuTx873	ENSG00000266916	Cells - Cultured fibroblasts	3
BambuTx873	ENSG00000266916	Heart - Atrial Appendage	22
BambuTx873	ENSG00000266916	Heart - Left Ventricle	2
BambuTx873	ENSG00000266916	Liver	0
BambuTx873	ENSG00000266916	Lung	3
BambuTx873	ENSG00000266916	Muscle - Skeletal	2
BambuTx874	BambuGene136490	Brain - Cerebellar Hemisphere	1
BambuTx874	BambuGene136490	Brain - Frontal Cortex (BA9)	2
BambuTx874	BambuGene136490	Brain - Putamen (basal ganglia)	0
BambuTx874	BambuGene136490	Cells - Cultured fibroblasts	0
BambuTx874	BambuGene136490	Heart - Atrial Appendage	0
BambuTx874	BambuGene136490	Heart - Left Ventricle	0
BambuTx874	BambuGene136490	Liver	0
BambuTx874	BambuGene136490	Lung	0
BambuTx874	BambuGene136490	Muscle - Skeletal	0
BambuTx875	ENSG00000167641	Brain - Cerebellar Hemisphere	0
BambuTx875	ENSG00000167641	Brain - Frontal Cortex (BA9)	0
BambuTx875	ENSG00000167641	Brain - Putamen (basal ganglia)	0
BambuTx875	ENSG00000167641	Cells - Cultured fibroblasts	0
BambuTx875	ENSG00000167641	Heart - Atrial Appendage	0
BambuTx875	ENSG00000167641	Heart - Left Ventricle	0
BambuTx875	ENSG00000167641	Liver	0
BambuTx875	ENSG00000167641	Lung	0
BambuTx875	ENSG00000167641	Muscle - Skeletal	0
BambuTx876	ENSG00000187994	Brain - Cerebellar Hemisphere	34
BambuTx876	ENSG00000187994	Brain - Frontal Cortex (BA9)	25
BambuTx876	ENSG00000187994	Brain - Putamen (basal ganglia)	25
BambuTx876	ENSG00000187994	Cells - Cultured fibroblasts	12
BambuTx876	ENSG00000187994	Heart - Atrial Appendage	1
BambuTx876	ENSG00000187994	Heart - Left Ventricle	0
BambuTx876	ENSG00000187994	Liver	6
BambuTx876	ENSG00000187994	Lung	9
BambuTx876	ENSG00000187994	Muscle - Skeletal	3
BambuTx877	ENSG00000130755	Brain - Cerebellar Hemisphere	46
BambuTx877	ENSG00000130755	Brain - Frontal Cortex (BA9)	173
BambuTx877	ENSG00000130755	Brain - Putamen (basal ganglia)	111
BambuTx877	ENSG00000130755	Cells - Cultured fibroblasts	11
BambuTx877	ENSG00000130755	Heart - Atrial Appendage	1
BambuTx877	ENSG00000130755	Heart - Left Ventricle	2
BambuTx877	ENSG00000130755	Liver	2
BambuTx877	ENSG00000130755	Lung	11
BambuTx877	ENSG00000130755	Muscle - Skeletal	8
BambuTx878	BambuGene136720	Brain - Cerebellar Hemisphere	1
BambuTx878	BambuGene136720	Brain - Frontal Cortex (BA9)	0
BambuTx878	BambuGene136720	Brain - Putamen (basal ganglia)	0
BambuTx878	BambuGene136720	Cells - Cultured fibroblasts	0
BambuTx878	BambuGene136720	Heart - Atrial Appendage	0
BambuTx878	BambuGene136720	Heart - Left Ventricle	0
BambuTx878	BambuGene136720	Liver	0
BambuTx878	BambuGene136720	Lung	0
BambuTx878	BambuGene136720	Muscle - Skeletal	0
BambuTx879	ENSG00000128000	Brain - Cerebellar Hemisphere	11
BambuTx879	ENSG00000128000	Brain - Frontal Cortex (BA9)	2
BambuTx879	ENSG00000128000	Brain - Putamen (basal ganglia)	0
BambuTx879	ENSG00000128000	Cells - Cultured fibroblasts	7
BambuTx879	ENSG00000128000	Heart - Atrial Appendage	2
BambuTx879	ENSG00000128000	Heart - Left Ventricle	1
BambuTx879	ENSG00000128000	Liver	0
BambuTx879	ENSG00000128000	Lung	1
BambuTx879	ENSG00000128000	Muscle - Skeletal	4
BambuTx88	ENSG00000272419	Brain - Cerebellar Hemisphere	18
BambuTx88	ENSG00000272419	Brain - Frontal Cortex (BA9)	70
BambuTx88	ENSG00000272419	Brain - Putamen (basal ganglia)	10
BambuTx88	ENSG00000272419	Cells - Cultured fibroblasts	22
BambuTx88	ENSG00000272419	Heart - Atrial Appendage	8
BambuTx88	ENSG00000272419	Heart - Left Ventricle	1
BambuTx88	ENSG00000272419	Liver	6
BambuTx88	ENSG00000272419	Lung	29
BambuTx88	ENSG00000272419	Muscle - Skeletal	3
BambuTx880	ENSG00000160392	Brain - Cerebellar Hemisphere	4
BambuTx880	ENSG00000160392	Brain - Frontal Cortex (BA9)	1
BambuTx880	ENSG00000160392	Brain - Putamen (basal ganglia)	3
BambuTx880	ENSG00000160392	Cells - Cultured fibroblasts	2
BambuTx880	ENSG00000160392	Heart - Atrial Appendage	34
BambuTx880	ENSG00000160392	Heart - Left Ventricle	23
BambuTx880	ENSG00000160392	Liver	0
BambuTx880	ENSG00000160392	Lung	3
BambuTx880	ENSG00000160392	Muscle - Skeletal	98
BambuTx881	ENSG00000105227	Brain - Cerebellar Hemisphere	21
BambuTx881	ENSG00000105227	Brain - Frontal Cortex (BA9)	13
BambuTx881	ENSG00000105227	Brain - Putamen (basal ganglia)	11
BambuTx881	ENSG00000105227	Cells - Cultured fibroblasts	0
BambuTx881	ENSG00000105227	Heart - Atrial Appendage	5
BambuTx881	ENSG00000105227	Heart - Left Ventricle	1
BambuTx881	ENSG00000105227	Liver	1
BambuTx881	ENSG00000105227	Lung	272
BambuTx881	ENSG00000105227	Muscle - Skeletal	1
BambuTx882	ENSG00000167578	Brain - Cerebellar Hemisphere	269
BambuTx882	ENSG00000167578	Brain - Frontal Cortex (BA9)	60
BambuTx882	ENSG00000167578	Brain - Putamen (basal ganglia)	29
BambuTx882	ENSG00000167578	Cells - Cultured fibroblasts	30
BambuTx882	ENSG00000167578	Heart - Atrial Appendage	13
BambuTx882	ENSG00000167578	Heart - Left Ventricle	8
BambuTx882	ENSG00000167578	Liver	12
BambuTx882	ENSG00000167578	Lung	29
BambuTx882	ENSG00000167578	Muscle - Skeletal	42
BambuTx883	BambuGene137018	Brain - Cerebellar Hemisphere	0
BambuTx883	BambuGene137018	Brain - Frontal Cortex (BA9)	0
BambuTx883	BambuGene137018	Brain - Putamen (basal ganglia)	0
BambuTx883	BambuGene137018	Cells - Cultured fibroblasts	0
BambuTx883	BambuGene137018	Heart - Atrial Appendage	1
BambuTx883	BambuGene137018	Heart - Left Ventricle	0
BambuTx883	BambuGene137018	Liver	0
BambuTx883	BambuGene137018	Lung	3
BambuTx883	BambuGene137018	Muscle - Skeletal	1
BambuTx884	BambuGene130476	Brain - Cerebellar Hemisphere	0
BambuTx884	BambuGene130476	Brain - Frontal Cortex (BA9)	0
BambuTx884	BambuGene130476	Brain - Putamen (basal ganglia)	0
BambuTx884	BambuGene130476	Cells - Cultured fibroblasts	0
BambuTx884	BambuGene130476	Heart - Atrial Appendage	0
BambuTx884	BambuGene130476	Heart - Left Ventricle	0
BambuTx884	BambuGene130476	Liver	0
BambuTx884	BambuGene130476	Lung	0
BambuTx884	BambuGene130476	Muscle - Skeletal	0
BambuTx885	ENSG00000248257	Brain - Cerebellar Hemisphere	3
BambuTx885	ENSG00000248257	Brain - Frontal Cortex (BA9)	7
BambuTx885	ENSG00000248257	Brain - Putamen (basal ganglia)	15
BambuTx885	ENSG00000248257	Cells - Cultured fibroblasts	0
BambuTx885	ENSG00000248257	Heart - Atrial Appendage	0
BambuTx885	ENSG00000248257	Heart - Left Ventricle	0
BambuTx885	ENSG00000248257	Liver	0
BambuTx885	ENSG00000248257	Lung	0
BambuTx885	ENSG00000248257	Muscle - Skeletal	0
BambuTx886	ENSG00000159871	Brain - Cerebellar Hemisphere	10
BambuTx886	ENSG00000159871	Brain - Frontal Cortex (BA9)	14
BambuTx886	ENSG00000159871	Brain - Putamen (basal ganglia)	3
BambuTx886	ENSG00000159871	Cells - Cultured fibroblasts	0
BambuTx886	ENSG00000159871	Heart - Atrial Appendage	0
BambuTx886	ENSG00000159871	Heart - Left Ventricle	0
BambuTx886	ENSG00000159871	Liver	0
BambuTx886	ENSG00000159871	Lung	0
BambuTx886	ENSG00000159871	Muscle - Skeletal	0
BambuTx887	BambuGene137219	Brain - Cerebellar Hemisphere	0
BambuTx887	BambuGene137219	Brain - Frontal Cortex (BA9)	0
BambuTx887	BambuGene137219	Brain - Putamen (basal ganglia)	0
BambuTx887	BambuGene137219	Cells - Cultured fibroblasts	0
BambuTx887	BambuGene137219	Heart - Atrial Appendage	0
BambuTx887	BambuGene137219	Heart - Left Ventricle	0
BambuTx887	BambuGene137219	Liver	0
BambuTx887	BambuGene137219	Lung	0
BambuTx887	BambuGene137219	Muscle - Skeletal	0
BambuTx888	BambuGene137556	Brain - Cerebellar Hemisphere	0
BambuTx888	BambuGene137556	Brain - Frontal Cortex (BA9)	0
BambuTx888	BambuGene137556	Brain - Putamen (basal ganglia)	0
BambuTx888	BambuGene137556	Cells - Cultured fibroblasts	1
BambuTx888	BambuGene137556	Heart - Atrial Appendage	0
BambuTx888	BambuGene137556	Heart - Left Ventricle	0
BambuTx888	BambuGene137556	Liver	0
BambuTx888	BambuGene137556	Lung	0
BambuTx888	BambuGene137556	Muscle - Skeletal	0
BambuTx889	ENSG00000268061	Brain - Cerebellar Hemisphere	9
BambuTx889	ENSG00000268061	Brain - Frontal Cortex (BA9)	6
BambuTx889	ENSG00000268061	Brain - Putamen (basal ganglia)	5
BambuTx889	ENSG00000268061	Cells - Cultured fibroblasts	41
BambuTx889	ENSG00000268061	Heart - Atrial Appendage	28
BambuTx889	ENSG00000268061	Heart - Left Ventricle	11
BambuTx889	ENSG00000268061	Liver	6
BambuTx889	ENSG00000268061	Lung	16
BambuTx889	ENSG00000268061	Muscle - Skeletal	32
BambuTx89	ENSG00000277406	Brain - Cerebellar Hemisphere	26
BambuTx89	ENSG00000277406	Brain - Frontal Cortex (BA9)	0
BambuTx89	ENSG00000277406	Brain - Putamen (basal ganglia)	3
BambuTx89	ENSG00000277406	Cells - Cultured fibroblasts	4
BambuTx89	ENSG00000277406	Heart - Atrial Appendage	1
BambuTx89	ENSG00000277406	Heart - Left Ventricle	2
BambuTx89	ENSG00000277406	Liver	0
BambuTx89	ENSG00000277406	Lung	2
BambuTx89	ENSG00000277406	Muscle - Skeletal	0
BambuTx890	ENSG00000105402	Brain - Cerebellar Hemisphere	953
BambuTx890	ENSG00000105402	Brain - Frontal Cortex (BA9)	568
BambuTx890	ENSG00000105402	Brain - Putamen (basal ganglia)	74
BambuTx890	ENSG00000105402	Cells - Cultured fibroblasts	319
BambuTx890	ENSG00000105402	Heart - Atrial Appendage	146
BambuTx890	ENSG00000105402	Heart - Left Ventricle	83
BambuTx890	ENSG00000105402	Liver	84
BambuTx890	ENSG00000105402	Lung	167
BambuTx890	ENSG00000105402	Muscle - Skeletal	176
BambuTx891	ENSG00000088002	Brain - Cerebellar Hemisphere	34
BambuTx891	ENSG00000088002	Brain - Frontal Cortex (BA9)	37
BambuTx891	ENSG00000088002	Brain - Putamen (basal ganglia)	12
BambuTx891	ENSG00000088002	Cells - Cultured fibroblasts	5
BambuTx891	ENSG00000088002	Heart - Atrial Appendage	25
BambuTx891	ENSG00000088002	Heart - Left Ventricle	6
BambuTx891	ENSG00000088002	Liver	2
BambuTx891	ENSG00000088002	Lung	7
BambuTx891	ENSG00000088002	Muscle - Skeletal	25
BambuTx892	ENSG00000087076	Brain - Cerebellar Hemisphere	17
BambuTx892	ENSG00000087076	Brain - Frontal Cortex (BA9)	20
BambuTx892	ENSG00000087076	Brain - Putamen (basal ganglia)	7
BambuTx892	ENSG00000087076	Cells - Cultured fibroblasts	38
BambuTx892	ENSG00000087076	Heart - Atrial Appendage	4
BambuTx892	ENSG00000087076	Heart - Left Ventricle	1
BambuTx892	ENSG00000087076	Liver	8
BambuTx892	ENSG00000087076	Lung	12
BambuTx892	ENSG00000087076	Muscle - Skeletal	4
BambuTx893	ENSG00000087076	Brain - Cerebellar Hemisphere	197
BambuTx893	ENSG00000087076	Brain - Frontal Cortex (BA9)	150
BambuTx893	ENSG00000087076	Brain - Putamen (basal ganglia)	89
BambuTx893	ENSG00000087076	Cells - Cultured fibroblasts	97
BambuTx893	ENSG00000087076	Heart - Atrial Appendage	36
BambuTx893	ENSG00000087076	Heart - Left Ventricle	6
BambuTx893	ENSG00000087076	Liver	42
BambuTx893	ENSG00000087076	Lung	99
BambuTx893	ENSG00000087076	Muscle - Skeletal	1
BambuTx894	BambuGene137877	Brain - Cerebellar Hemisphere	2
BambuTx894	BambuGene137877	Brain - Frontal Cortex (BA9)	7
BambuTx894	BambuGene137877	Brain - Putamen (basal ganglia)	8
BambuTx894	BambuGene137877	Cells - Cultured fibroblasts	0
BambuTx894	BambuGene137877	Heart - Atrial Appendage	0
BambuTx894	BambuGene137877	Heart - Left Ventricle	0
BambuTx894	BambuGene137877	Liver	0
BambuTx894	BambuGene137877	Lung	18
BambuTx894	BambuGene137877	Muscle - Skeletal	0
BambuTx895	ENSG00000087088	Brain - Cerebellar Hemisphere	104
BambuTx895	ENSG00000087088	Brain - Frontal Cortex (BA9)	30
BambuTx895	ENSG00000087088	Brain - Putamen (basal ganglia)	8
BambuTx895	ENSG00000087088	Cells - Cultured fibroblasts	157
BambuTx895	ENSG00000087088	Heart - Atrial Appendage	14
BambuTx895	ENSG00000087088	Heart - Left Ventricle	10
BambuTx895	ENSG00000087088	Liver	13
BambuTx895	ENSG00000087088	Lung	58
BambuTx895	ENSG00000087088	Muscle - Skeletal	11
BambuTx896	ENSG00000104863	Brain - Cerebellar Hemisphere	15
BambuTx896	ENSG00000104863	Brain - Frontal Cortex (BA9)	16
BambuTx896	ENSG00000104863	Brain - Putamen (basal ganglia)	21
BambuTx896	ENSG00000104863	Cells - Cultured fibroblasts	7
BambuTx896	ENSG00000104863	Heart - Atrial Appendage	10
BambuTx896	ENSG00000104863	Heart - Left Ventricle	9
BambuTx896	ENSG00000104863	Liver	0
BambuTx896	ENSG00000104863	Lung	8
BambuTx896	ENSG00000104863	Muscle - Skeletal	46
BambuTx897	ENSG00000160318	Brain - Cerebellar Hemisphere	23
BambuTx897	ENSG00000160318	Brain - Frontal Cortex (BA9)	5
BambuTx897	ENSG00000160318	Brain - Putamen (basal ganglia)	4
BambuTx897	ENSG00000160318	Cells - Cultured fibroblasts	8
BambuTx897	ENSG00000160318	Heart - Atrial Appendage	4
BambuTx897	ENSG00000160318	Heart - Left Ventricle	2
BambuTx897	ENSG00000160318	Liver	0
BambuTx897	ENSG00000160318	Lung	5
BambuTx897	ENSG00000160318	Muscle - Skeletal	0
BambuTx898	ENSG00000161551	Brain - Cerebellar Hemisphere	19
BambuTx898	ENSG00000161551	Brain - Frontal Cortex (BA9)	24
BambuTx898	ENSG00000161551	Brain - Putamen (basal ganglia)	28
BambuTx898	ENSG00000161551	Cells - Cultured fibroblasts	27
BambuTx898	ENSG00000161551	Heart - Atrial Appendage	9
BambuTx898	ENSG00000161551	Heart - Left Ventricle	2
BambuTx898	ENSG00000161551	Liver	2
BambuTx898	ENSG00000161551	Lung	21
BambuTx898	ENSG00000161551	Muscle - Skeletal	12
BambuTx899	BambuGene131687	Brain - Cerebellar Hemisphere	32
BambuTx899	BambuGene131687	Brain - Frontal Cortex (BA9)	12
BambuTx899	BambuGene131687	Brain - Putamen (basal ganglia)	10
BambuTx899	BambuGene131687	Cells - Cultured fibroblasts	11
BambuTx899	BambuGene131687	Heart - Atrial Appendage	24
BambuTx899	BambuGene131687	Heart - Left Ventricle	13
BambuTx899	BambuGene131687	Liver	1
BambuTx899	BambuGene131687	Lung	5
BambuTx899	BambuGene131687	Muscle - Skeletal	14
BambuTx9	BambuGene13311	Brain - Cerebellar Hemisphere	4
BambuTx9	BambuGene13311	Brain - Frontal Cortex (BA9)	1.919978893024715
BambuTx9	BambuGene13311	Brain - Putamen (basal ganglia)	0
BambuTx9	BambuGene13311	Cells - Cultured fibroblasts	0
BambuTx9	BambuGene13311	Heart - Atrial Appendage	0
BambuTx9	BambuGene13311	Heart - Left Ventricle	0
BambuTx9	BambuGene13311	Liver	0
BambuTx9	BambuGene13311	Lung	0
BambuTx9	BambuGene13311	Muscle - Skeletal	0
BambuTx90	ENSG00000237188	Brain - Cerebellar Hemisphere	37
BambuTx90	ENSG00000237188	Brain - Frontal Cortex (BA9)	7
BambuTx90	ENSG00000237188	Brain - Putamen (basal ganglia)	18
BambuTx90	ENSG00000237188	Cells - Cultured fibroblasts	9
BambuTx90	ENSG00000237188	Heart - Atrial Appendage	19
BambuTx90	ENSG00000237188	Heart - Left Ventricle	7
BambuTx90	ENSG00000237188	Liver	2
BambuTx90	ENSG00000237188	Lung	2
BambuTx90	ENSG00000237188	Muscle - Skeletal	13
BambuTx900	ENSG00000198538	Brain - Cerebellar Hemisphere	1
BambuTx900	ENSG00000198538	Brain - Frontal Cortex (BA9)	1
BambuTx900	ENSG00000198538	Brain - Putamen (basal ganglia)	2
BambuTx900	ENSG00000198538	Cells - Cultured fibroblasts	51
BambuTx900	ENSG00000198538	Heart - Atrial Appendage	15
BambuTx900	ENSG00000198538	Heart - Left Ventricle	5
